3001,1.0
3002,1.0
3003,1.0
3004,1.0
3005,1.0
3006,1.0
3007,1.0
3008,1.0
3009,1.0
3010,1.0
3011,2.0
3012,2.0
3013,2.0
3014,2.0
3015,2.0
3016,2.0
3017,2.0
3018,2.0
3019,2.0
3020,2.0
3021,3.0
3022,3.0
3023,3.0
3024,3.0
3025,3.0
3026,3.0
3027,3.0
3028,3.0
3029,3.0
3030,3.0
3031,4.0
3032,4.0
3033,4.0
3034,4.0
3035,4.0
3036,4.0
3037,4.0
3038,4.0
3039,4.0
3040,4.0
3041,5.0
3042,5.0
3043,5.0
3044,5.0
3045,5.0
3046,5.0
3047,5.0
3048,5.0
3049,5.0
3050,5.0
3051,6.0
3052,6.0
3053,6.0
3054,6.0
3055,6.0
3056,6.0
3057,6.0
3058,6.0
3059,6.0
3060,6.0
3061,7.0
3062,7.0
3063,7.0
3064,7.0
3065,7.0
3066,7.0
3067,7.0
3068,7.0
3069,7.0
3070,7.0
3071,8.0
3072,8.0
3073,8.0
3074,8.0
3075,8.0
3076,8.0
3077,8.0
3078,8.0
3079,8.0
3080,8.0
3081,9.0
3082,9.0
3083,9.0
3084,9.0
3085,9.0
3086,9.0
3087,9.0
3088,9.0
3089,9.0
3090,9.0
3091,10.0
3092,10.0
3093,10.0
3094,10.0
3095,10.0
3096,10.0
4001,10.0
4002,10.0
4003,10.0
4004,10.0
4005,11.0
4006,11.0
4007,11.0
4008,11.0
4009,11.0
4010,11.0
4011,11.0
4012,11.0
4013,11.0
4014,11.0
4015,12.0
4016,12.0
4017,12.0
4018,12.0
4019,12.0
4020,12.0
4021,12.0
4022,12.0
4023,12.0
4024,12.0
5001,13.0
5002,13.0
5003,13.0
5004,13.0
5005,13.0
5006,13.0
5007,13.0
5008,13.0
5009,13.0
5010,13.0
5011,14.0
5012,14.0
5013,14.0
5014,14.0
5015,14.0
5016,14.0
5017,14.0
5018,14.0
5019,14.0
5020,14.0
5021,15.0
5022,15.0
5023,15.0
5024,15.0
5025,15.0
5026,15.0
5027,15.0
5028,15.0
5029,15.0
5030,15.0
5031,16.0
5032,16.0
5033,16.0
5034,16.0
5035,16.0
5036,16.0
5037,16.0
5038,16.0
5039,16.0
5040,16.0
5041,17.0
5042,17.0
5043,17.0
5044,17.0
5045,17.0
5046,17.0
5047,17.0
5048,17.0
6001,17.0
6002,17.0
6003,18.0
6004,18.0
6005,18.0
6006,18.0
6007,18.0
6008,18.0
6009,18.0
6010,18.0
6011,18.0
6012,18.0
6013,19.0
6014,19.0
6015,19.0
6016,19.0
6017,19.0
6018,19.0
6019,19.0
6020,19.0
6021,19.0
6022,19.0
6023,20.0
6024,20.0
6025,20.0
6026,20.0
6027,20.0
6028,20.0
6029,20.0
6030,20.0
6031,20.0
6032,20.0
6033,21.0
6034,21.0
6035,21.0
6036,21.0
6037,21.0
6038,21.0
6039,21.0
6040,21.0
6041,21.0
6042,21.0
6043,22.0
6044,22.0
6045,22.0
6046,22.0
6047,22.0
6048,22.0
5049,22.0
5050,22.0
5051,22.0
5052,22.0
5053,23.0
5054,23.0
5055,23.0
5056,23.0
5057,23.0
5058,23.0
5059,23.0
5060,23.0
5061,23.0
5062,23.0
5063,24.0
5064,24.0
5065,24.0
5066,24.0
5067,24.0
5068,24.0
5069,24.0
5070,24.0
5071,24.0
5072,24.0
5074,25.0
5075,25.0
5076,25.0
5077,25.0
5078,25.0
5079,25.0
5080,25.0
5081,25.0
5082,25.0
5083,25.0
5084,26.0
5085,26.0
5086,26.0
5087,26.0
5088,26.0
5089,26.0
5090,26.0
5091,26.0
5092,26.0
5093,26.0
5094,27.0
5095,27.0
5096,27.0
6049,27.0
6050,27.0
6051,27.0
6052,27.0
6053,27.0
6054,27.0
6055,27.0
6056,28.0
6057,28.0
6058,28.0
6059,28.0
6060,28.0
6061,28.0
6062,28.0
6063,28.0
6064,28.0
6065,28.0
6066,29.0
6067,29.0
6068,29.0
6069,29.0
6070,29.0
6071,29.0
6072,29.0
6073,29.0
6074,29.0
6075,29.0
6076,30.0
6077,30.0
6078,30.0
6079,30.0
6080,30.0
6081,30.0
6082,30.0
6083,30.0
6084,30.0
6085,30.0
6086,31.0
6087,31.0
6088,31.0
6089,31.0
6090,31.0
6091,31.0
6092,31.0
6093,31.0
6094,31.0
6095,31.0
6096,32.0
8001,32.0
8002,32.0
8003,32.0
8004,32.0
8006,32.0
8007,32.0
8008,32.0
8009,32.0
8010,32.0
8011,33.0
8012,33.0
8013,33.0
8014,33.0
8015,33.0
8016,33.0
8017,33.0
8018,33.0
8019,33.0
8020,33.0
8021,34.0
8022,34.0
8023,34.0
8024,34.0
8025,34.0
8026,34.0
8027,34.0
8028,34.0
8030,34.0
8032,34.0
8033,35.0
8034,35.0
8035,35.0
8036,35.0
8037,35.0
8038,35.0
8039,35.0
8040,35.0
8041,35.0
8042,35.0
8043,36.0
8044,36.0
8045,36.0
8046,36.0
8047,36.0
8048,36.0
8049,36.0
8050,36.0
8051,36.0
8052,36.0
8053,37.0
8054,37.0
8055,37.0
8056,37.0
8057,37.0
8058,37.0
8059,37.0
8060,37.0
8061,37.0
8062,37.0
8063,38.0
8064,38.0
8065,38.0
8066,38.0
8067,38.0
8068,38.0
8069,38.0
8070,38.0
8071,38.0
8072,38.0
8073,39.0
8074,39.0
8075,39.0
8076,39.0
8077,39.0
8078,39.0
8079,39.0
8080,39.0
8081,39.0
8082,39.0
8083,40.0
8084,40.0
8085,40.0
8086,40.0
8087,40.0
8088,40.0
8089,40.0
8090,40.0
8091,40.0
8092,40.0
8093,41.0
8094,41.0
8095,41.0
8096,41.0
9001,41.0
9002,41.0
9003,41.0
9004,41.0
9005,41.0
9006,41.0
9007,42.0
9008,42.0
9009,42.0
9010,42.0
9011,42.0
9012,42.0
9013,42.0
9014,42.0
9015,42.0
9016,42.0
9017,43.0
9018,43.0
9019,43.0
9020,43.0
9021,43.0
9022,43.0
9023,43.0
9024,43.0
9025,43.0
9026,43.0
9027,44.0
9028,44.0
9029,44.0
9030,44.0
9031,44.0
9032,44.0
9033,44.0
9034,44.0
9035,44.0
9036,44.0
9038,45.0
9039,45.0
9040,45.0
9041,45.0
9042,45.0
9043,45.0
9044,45.0
9045,45.0
9046,45.0
9047,45.0
9048,46.0
9049,46.0
9050,46.0
9051,46.0
9052,46.0
9053,46.0
9054,46.0
9055,46.0
9056,46.0
9057,46.0
9058,47.0
9059,47.0
9060,47.0
9061,47.0
9062,47.0
9063,47.0
9064,47.0
9065,47.0
9066,47.0
9067,47.0
9068,48.0
9069,48.0
9070,48.0
9071,48.0
9072,48.0
9073,48.0
9074,48.0
9075,48.0
9076,48.0
9077,48.0
9078,49.0
9079,49.0
9080,49.0
9081,49.0
9082,49.0
9083,49.0
9084,49.0
9085,49.0
9086,49.0
9087,49.0
9088,50.0
9089,50.0
9090,50.0
9091,50.0
9092,50.0
9093,50.0
9094,50.0
9095,50.0
9096,50.0
7001,50.0
7002,51.0
7003,51.0
7004,51.0
7005,51.0
7006,51.0
7007,51.0
7008,51.0
7009,51.0
7010,51.0
7011,51.0
7012,52.0
7013,52.0
7014,52.0
7015,52.0
7016,52.0
7017,52.0
7018,52.0
7019,52.0
7020,52.0
7021,52.0
7022,53.0
7023,53.0
7024,53.0
7025,53.0
7026,53.0
7027,53.0
7028,53.0
7029,53.0
7030,53.0
7031,53.0
7032,54.0
7033,54.0
7034,54.0
7035,54.0
7036,54.0
7037,54.0
7038,54.0
7039,54.0
7040,54.0
7041,54.0
7042,55.0
7043,55.0
7044,55.0
7045,55.0
7046,55.0
7047,55.0
7048,55.0
10001,55.0
10002,55.0
10003,55.0
10004,56.0
10005,56.0
10006,56.0
10007,56.0
10008,56.0
10009,56.0
10010,56.0
10011,56.0
10012,56.0
10013,56.0
10014,57.0
10015,57.0
10016,57.0
10017,57.0
10018,57.0
10019,57.0
10020,57.0
10021,57.0
10022,57.0
10023,57.0
10024,58.0
10025,58.0
10026,58.0
10027,58.0
10028,58.0
10029,58.0
10030,58.0
10031,58.0
10033,58.0
10034,58.0
10035,59.0
10036,59.0
10037,59.0
10038,59.0
10039,59.0
10040,59.0
10041,59.0
10042,59.0
10043,59.0
10044,59.0
10045,60.0
10046,60.0
10047,60.0
10048,60.0
10049,60.0
10050,60.0
10051,60.0
10052,60.0
10053,60.0
10054,60.0
10055,61.0
10056,61.0
10057,61.0
10058,61.0
10059,61.0
10060,61.0
10061,61.0
10062,61.0
10063,61.0
10064,61.0
10065,62.0
10066,62.0
10067,62.0
10068,62.0
10069,62.0
10070,62.0
10071,62.0
10072,62.0
11101,62.0
11002,62.0
11003,63.0
11004,63.0
11005,63.0
11006,63.0
11007,63.0
11008,63.0
11009,63.0
11010,63.0
11011,63.0
11012,63.0
11013,64.0
11014,64.0
11015,64.0
11016,64.0
11017,64.0
11018,64.0
11019,64.0
11020,64.0
11021,64.0
11022,64.0
11023,65.0
11024,65.0
11025,65.0
11026,65.0
11027,65.0
11028,65.0
11029,65.0
11030,65.0
11031,65.0
11032,65.0
11033,66.0
11034,66.0
11035,66.0
11036,66.0
11037,66.0
11038,66.0
11039,66.0
11040,66.0
11041,66.0
11042,66.0
11043,67.0
11044,67.0
11045,67.0
11046,67.0
11047,67.0
11048,67.0
11049,67.0
11050,67.0
11051,67.0
11052,67.0
11053,68.0
11054,68.0
11055,68.0
11056,68.0
11057,68.0
11058,68.0
11059,68.0
11060,68.0
11061,68.0
11062,68.0
11063,69.0
11064,69.0
11065,69.0
11066,69.0
11067,69.0
11068,69.0
11069,69.0
11070,69.0
11071,69.0
11072,69.0
11073,70.0
11074,70.0
11075,70.0
11076,70.0
11077,70.0
11078,70.0
11079,70.0
11080,70.0
11081,70.0
11082,70.0
11083,71.0
11084,71.0
11085,71.0
11086,71.0
11087,71.0
11088,71.0
11089,71.0
11090,71.0
11091,71.0
11092,71.0
11093,72.0
11094,72.0
11095,72.0
11096,72.0
12001,72.0
12002,72.0
12003,72.0
12004,72.0
12005,72.0
12006,72.0
12007,73.0
12008,73.0
12009,73.0
12010,73.0
12011,73.0
12012,73.0
12013,73.0
12014,73.0
12015,73.0
12016,73.0
12017,74.0
12018,74.0
12019,74.0
12020,74.0
12021,74.0
12022,74.0
12023,74.0
12024,74.0
12025,74.0
12026,74.0
12027,75.0
12028,75.0
12029,75.0
12032,75.0
12033,75.0
12034,75.0
12035,75.0
12036,75.0
12037,75.0
12042,75.0
12043,76.0
12045,76.0
12046,76.0
12047,76.0
12048,76.0
12051,76.0
12052,76.0
12053,76.0
12054,76.0
12055,76.0
12058,77.0
12060,77.0
12061,77.0
12062,77.0
12064,77.0
12065,77.0
12066,77.0
12068,77.0
12070,77.0
12072,77.0
NA17107,78.0
NA17053,78.0
1001,78.0
1002,78.0
1003,78.0
1004,78.0
1005,78.0
1006,78.0
1007,78.0
1008,78.0
1009,79.0
1010,79.0
1011,79.0
1012,79.0
1013,79.0
1014,79.0
1015,79.0
1016,79.0
1017,79.0
1018,79.0
1019,80.0
1020,80.0
1021,80.0
1022,80.0
1023,80.0
1024,80.0
1025,80.0
1026,80.0
1027,80.0
1028,80.0
1029,81.0
1030,81.0
1031,81.0
1032,81.0
1033,81.0
1034,81.0
1035,81.0
1036,81.0
1037,81.0
1038,81.0
1039,82.0
1040,82.0
1041,82.0
1042,82.0
1043,82.0
1044,82.0
1045,82.0
1046,82.0
1047,82.0
1048,82.0
1049,83.0
1050,83.0
1051,83.0
1052,83.0
1053,83.0
1054,83.0
1055,83.0
1056,83.0
1057,83.0
1058,83.0
1059,84.0
1060,84.0
1061,84.0
1062,84.0
1063,84.0
1064,84.0
1065,84.0
1066,84.0
1067,84.0
1068,84.0
1069,85.0
1070,85.0
1071,85.0
1072,85.0
1073,85.0
1074,85.0
1075,85.0
1076,85.0
1077,85.0
1078,85.0
1079,86.0
1080,86.0
1081,86.0
1082,86.0
1083,86.0
1084,86.0
1085,86.0
1086,86.0
1087,86.0
1088,86.0
1089,87.0
1090,87.0
1091,87.0
1092,87.0
1093,87.0
1094,87.0
1095,87.0
1096,87.0
2001,87.0
2002,87.0
2003,88.0
2004,88.0
2005,88.0
2006,88.0
2007,88.0
2008,88.0
2009,88.0
2010,88.0
2011,88.0
2012,88.0
2013,89.0
2014,89.0
2015,89.0
2016,89.0
2017,89.0
2018,89.0
2019,89.0
2020,89.0
2021,89.0
2022,89.0
2023,90.0
2024,90.0
2025,90.0
2026,90.0
2027,90.0
2028,90.0
2029,90.0
2030,90.0
2031,90.0
2032,90.0
2033,91.0
2034,91.0
2035,91.0
2036,91.0
2037,91.0
2038,91.0
2039,91.0
2040,91.0
2041,91.0
2042,91.0
2043,92.0
2044,92.0
2045,92.0
2046,92.0
2047,92.0
2048,92.0
2049,92.0
2050,92.0
2051,92.0
2052,92.0
2053,93.0
2054,93.0
2055,93.0
2056,93.0
2057,93.0
2058,93.0
2059,93.0
2060,93.0
2061,93.0
2062,93.0
2063,94.0
2064,94.0
2065,94.0
2066,94.0
2067,94.0
2068,94.0
2069,94.0
2070,94.0
2071,94.0
2072,94.0
2073,95.0
2074,95.0
2075,95.0
2076,95.0
2077,95.0
2078,95.0
2079,95.0
2080,95.0
2081,95.0
2082,95.0
2083,96.0
2084,96.0
2085,96.0
2086,96.0
2087,96.0
2088,96.0
2089,96.0
2090,96.0
2091,96.0
2092,96.0
2093,97.0
2094,97.0
2095,97.0
2096,97.0
METI-25,97.0
METI-26,97.0
METI-27,97.0
METI-28,97.0
METI-29,97.0
METI-30,97.0
METI-31,98.0
METI-32,98.0
METI-33,98.0
METI-34,98.0
METI-35,98.0
METI-36,98.0
METI-37,98.0
METI-38,98.0
METI-39,98.0
METI-40,98.0
METI-41,99.0
METI-42,99.0
METI-43,99.0
METI-44,99.0
METI-45,99.0
METI-46,99.0
METI-47,99.0
METI-48,99.0
METI-49,99.0
METI-50,99.0
RG053,100.0
RD054,100.0
RP089,100.0
RP183,100.0
RP159,100.0
RG240,100.0
RG060,100.0
RP238,100.0
RP193,100.0
RM080,100.0
RP008,101.0
RP097,101.0
RP111,101.0
RP300,101.0
RA008,101.0
RM034,101.0
RP281,101.0
RD025,101.0
RP292,101.0
RA297,101.0
RD224,102.0
RG153,102.0
RM067,102.0
RP027,102.0
RP287,102.0
RP308,102.0
RM367,102.0
RA031,102.0
RP082,102.0
RA280,102.0
RM301,103.0
RM361,103.0
RA045,103.0
RA057,103.0
RA262,103.0
RM309,103.0
RP109,103.0
RA180,103.0
RD223,103.0
RM090,103.0
RM292,104.0
RM079,104.0
RG219,104.0
RG023,104.0
RD186,104.0
RD166,104.0
RA001,104.0
RP019,104.0
RD002,104.0
RP026,104.0
RD250,105.0
RD234,105.0
RD189,105.0
RM171,105.0
RA182,105.0
RP161,105.0
RP169,105.0
RP023,105.0
RD117,105.0
RP105,105.0
RG164,106.0
RG265,106.0
RA127,106.0
RA209,106.0
RP053,106.0
RD084,106.0
RA082,106.0
RP178,106.0
RG136,106.0
RM085,106.0
METI-1,107.0
METI-2,107.0
METI-3,107.0
METI-4,107.0
METI-5,107.0
METI-8,107.0
METI-9,107.0
METI-10,107.0
METI-11,107.0
METI-12,107.0
METI-13,108.0
METI-14,108.0
METI-15,108.0
METI-16,108.0
METI-17,108.0
METI-18,108.0
METI-19,108.0
METI-20,108.0
METI-21,108.0
METI-22,108.0
METI-23,109.0
METI-24,109.0
RM328,109.0
RP130,109.0
RP125,109.0
RM051,109.0
RP112,109.0
RG175,109.0
RP266,109.0
RA095,109.0
RD115,110.0
RA161,110.0
RA163,110.0
RA271,110.0
RA278,110.0
RD073,110.0
RG065,110.0
RG109,110.0
RG321,110.0
RG343,110.0
RA036,111.0
RA105,111.0
RA175,111.0
RA240,111.0
RA273,111.0
RA279,111.0
RA282,111.0
RA303,111.0
RA307,111.0
RD079,111.0
RD097,112.0
RD168,112.0
RD235,112.0
RD272,112.0
RG077,112.0
RG341,112.0
RM044,112.0
RM258,112.0
RM293,112.0
RM305,112.0
RM319,113.0
RM348,113.0
RP029,113.0
RP030,113.0
RP040,113.0
RP115,113.0
RP272,113.0
RP285,113.0
RP068,113.0
RD043,113.0
RP099,114.0
RG056,114.0
RM078,114.0
RM139,114.0
RP126,114.0
RP077,114.0
RD088,114.0
RG174,114.0
RA208,114.0
RD183,114.0
RM285,115.0
